Protein_Group	Genes	TRM_day30_vs_MoMacs_day30_logFC	TRM_day30_vs_MoMacs_day30_pval	Removed?	Contaminant?
Q9QZB7	Actr10	-7.1107487632734	0.0001476057445466	No	No
Q9QZQ1	Afdn	-5.18312018704677	0.0002330089647702	No	No
Q9QZQ8	Macroh2a1	-4.25377211700163	0.0004192394276827	No	No
Q9R059	Fhl3	-3.80064320139773	9.67124630294593e-07	No	No
Q9R0C8	Vav3	-8.63558174388855	1.01206738838125e-05	No	No
Q9R0U0	Srsf10	-5.28049399294494	4.26007934878928e-05	No	No
Q9R0X4	Acot9	-4.13000755954233	1.5166525193771e-07	No	No
Q9R190	Mta2	-6.48807622996724	0.000630803555234	No	No
Q9R1C7	Prpf40a	-6.24462469828828	4.29618581170511e-06	No	No
Q9R1T2	Sae1	-2.9714901197081	0.0013586818784871	No	No
Q9WTM5	Ruvbl2	-2.82763412320005	0.0062969465256455	No	No
Q9WTX8	Mad1l1	-2.84388378465404	0.0077147482185397	No	No
Q9WU20	Mthfr	-2.56893979478595	0.0004336160055399	No	No
Q9WUA3	Pfkp	-4.06339837175765	0.0003135622960409	No	No
Q9WUD8	Faim	-3.95616807139745	4.50826999658114e-05	No	No
Q9WUP7	Uchl5	-4.7854129805905	0.0005334905596411	No	No
Q9WVJ2	Psmd13	-2.91336647914226	0.0034356566216649	No	No
Q9Z0E6	Gbp2	-4.07935052283562	0.0002437030537162	No	No
Q9Z0G0	Gipc1	-7.41592946123956	2.8159414389828804e-09	No	No
Q9Z0I7	Slfn1	-6.75589370433406	1.3346134332849201e-09	No	No
Q9Z0R6	Itsn2	-8.11751333621378	4.51720955064461e-12	No	No
Q9Z160	Cog1	-3.81788914792996	0.0003692635364668	No	No
Q9Z183	Padi4	-10.8491573261976	2.58381252006869e-16	No	No
Q9Z1E4	Gys1	-3.87449971061186	0.0031979684797184	No	No
Q9Z1F9	Uba2	-2.05004586814982	0.0028046764913034	No	No
Q9Z1K6	Arih2	-2.5121360095347	0.0002699577504816	No	No
Q9Z1Q9	Vars1	-4.77155759759399	0.005301080963227	No	No
Q9Z1T1	Ap3b1	-4.73193555003923	0.0009234529075722	No	No
Q9Z2C5	Mtm1	-5.03120464311221	7.8293018687002e-06	No	No
Q9Z2I9	Sucla2	-4.14946383344058	0.0002457662341131	No	No
Q9Z2L7	Crlf3	-3.77681122140255	0.0001899926680593	No	No
Q9Z2W0	Dnpep	-2.18181066555623	0.0085185439642268	No	No
